Title,Year,Genre,Director,Lead_Actor,Budget_INR,BoxOffice_INR,IMDb_Rating,TMDB_Rating,BoxOfficeMojo_Score,Duration_Minutes,Language,Production_House,Release_Month,Certification
Sooryavanshi,2012,Drama,Meghna Gulzar,Ayushmann Khurrana,102000000,337114547.8,5.9,4.8,64.83,154,Hindi,Production House 104,March,U
Sooryavanshi,1986,Sci-Fi,Kabir Khan,Irrfan Khan,114000000,260189934.3,1.5,4.7,38.32,174,Hindi,Production House 155,March,U
Tanu Weds Manu,1994,Adventure,Imtiaz Ali,Salman Khan,172000000,536828475.5,7.2,5.1,66,161,Hindi,Production House 174,August,U/A
Bajrangi Bhaijaan,2005,Action,Anurag Kashyap,Kartik Aaryan,157000000,421215947.2,3,5.2,72.25,91,Hindi,Production House 458,March,U/A
Baahubali,1990,Thriller,Imtiaz Ali,Ajay Devgn,195000000,337877943.6,7.3,8.6,53.79,176,Hindi,Production House 302,November,U/A
Swades,2017,Action,Meghna Gulzar,Vijay,154000000,283910913.5,4.3,4.9,25.66,130,Tamil,Production House 20,February,A
Jawan,2006,Sci-Fi,Meghna Gulzar,Pankaj Tripathi,129000000,572135469.6,7.9,8.9,55.12,142,Hindi,Production House 347,May,U
ZNMD,2018,Sci-Fi,Mani Ratnam,Ajay Devgn,95000000,318923201,9.5,7.3,42.19,164,Tamil,Production House 342,October,U/A
Dangal,1986,Horror,Neeraj Pandey,Ranveer Singh,42000000,21268849.62,8.7,9.7,89.03,105,Hindi,Production House 429,March,A
Dangal,1980,Sci-Fi,Karan Johar,Pankaj Tripathi,141000000,277900135,5.3,7.1,74.02,98,Hindi,Production House 288,October,U/A
Jawan,1989,Thriller,Meghna Gulzar,Irrfan Khan,41000000,83219938.24,3,4.7,61.9,128,Hindi,Production House 288,March,U
Pushpa,2000,Drama,Imtiaz Ali,Pankaj Tripathi,9000000,33106590.16,9.9,9.3,3.97,153,Hindi,Production House 119,August,A
Sholay,1994,Thriller,Karan Johar,Ayushmann Khurrana,86000000,314075443.5,6.9,3.1,99.02,125,Hindi,Production House 177,September,A
DDLJ,2009,Action,Rajkumar Hirani,Akshay Kumar,154000000,398659313.1,4.6,9.7,56.63,112,Hindi,Production House 486,February,A
ZNMD,2009,Adventure,Imtiaz Ali,Vijay,114000000,544852438.8,5.3,1.4,25.9,136,Tamil,Production House 303,January,A
Tanu Weds Manu,1987,Thriller,Mani Ratnam,Shah Rukh Khan,144000000,637204502,2.2,6.8,59.15,138,Hindi,Production House 40,August,A
Pushpa,2003,Horror,Shoojit Sircar,Hrithik Roshan,64000000,281468685.8,5.5,1.2,81.79,144,Hindi,Production House 5,December,A
DDLJ,1998,Romance,Vetrimaaran,Pankaj Tripathi,176000000,363826284.7,2.6,2.8,53.86,99,Tamil,Production House 446,October,U
Lagaan,1982,Thriller,Vetrimaaran,Vicky Kaushal,154000000,375682853.9,4.3,5.2,77.69,152,Hindi,Production House 104,October,U
Gully Boy,1994,Sci-Fi,Neeraj Pandey,Akshay Kumar,10000000,23853286.6,5.4,2.4,41.3,115,Hindi,Production House 265,June,A
Article 15,2015,Horror,Zoya Akhtar,Rajkummar Rao,31000000,76917230.1,9.5,9.9,59,137,Hindi,Production House 455,December,U
War,1985,Thriller,Vetrimaaran,Rajkummar Rao,59000000,265585466.1,6.6,8,42.23,119,Tamil,Production House 146,September,U
ZNMD,2021,Comedy,Neeraj Pandey,Ranbir Kapoor,147000000,238293342.8,4.3,8.7,52.78,91,Hindi,Production House 430,December,U/A
Swades,1997,Romance,Meghna Gulzar,Pankaj Tripathi,68000000,279471691.7,2,9.8,16.75,118,Hindi,Production House 232,January,U/A
3 Idiots,2017,Drama,Kabir Khan,Rajkummar Rao,21000000,59076777.64,7.7,7.1,59.86,143,Hindi,Production House 1,May,U/A
Lagaan,1998,Sci-Fi,Mani Ratnam,Pankaj Tripathi,7000000,11346151.85,5.2,3.4,97.9,121,Tamil,Production House 241,May,A
KGF,2009,Horror,S. S. Rajamouli,Prabhas,14000000,40219508.07,1.6,7.8,76.48,127,Telugu,Production House 378,March,U/A
3 Idiots,1992,Thriller,Rohit Shetty,Hrithik Roshan,195000000,269000022.1,6.9,6.3,32,110,Hindi,Production House 134,February,U
Tanu Weds Manu,2018,Adventure,Anurag Kashyap,Rajkummar Rao,67000000,66116058.2,4.2,3.4,86.39,116,Hindi,Production House 206,September,U/A
Lagaan,1991,Romance,Shoojit Sircar,Hrithik Roshan,93000000,397277249.4,4.6,4.3,89.57,177,Hindi,Production House 216,November,A
Pathaan,2013,Drama,Meghna Gulzar,Ajay Devgn,194000000,707508126.5,8.5,6.5,17.68,123,Hindi,Production House 209,July,A
Queen,1991,Romance,Mani Ratnam,Akshay Kumar,89000000,126594085.6,2.2,4.6,5.31,112,Hindi,Production House 81,September,U
DDLJ,2023,Horror,Imtiaz Ali,Irrfan Khan,108000000,511955238.9,4.1,3.1,57.25,167,Hindi,Production House 236,March,U
Chak De India,2003,Comedy,Karan Johar,Prabhas,141000000,85980767.89,4.3,4.9,47.59,128,Telugu,Production House 21,January,U/A
Drishyam,1983,Horror,Shoojit Sircar,Akshay Kumar,156000000,311962691.3,1,3.1,71.47,158,Hindi,Production House 368,February,U/A
Bajrangi Bhaijaan,2015,Horror,Mani Ratnam,Ajay Devgn,36000000,21507792.24,8.6,8.9,29.31,162,Tamil,Production House 291,June,U/A
PK,1993,Adventure,Rohit Shetty,Irrfan Khan,7000000,7982374.189,8.5,7.2,38.02,134,Hindi,Production House 186,June,A
Padmaavat,1996,Drama,Zoya Akhtar,Ajay Devgn,165000000,216208936.8,7,4.4,26.39,152,Hindi,Production House 378,February,U/A
Pathaan,1982,Adventure,Lokesh Kanagaraj,Shah Rukh Khan,175000000,725638708.3,9.1,9.5,29.21,97,Tamil,Production House 305,September,U/A
Sooryavanshi,2017,Adventure,Karan Johar,Ayushmann Khurrana,113000000,561460672.5,3.5,4.5,0.93,96,Hindi,Production House 226,October,U
Jawan,2002,Drama,Anurag Kashyap,Nawazuddin Siddiqui,144000000,634023537.9,3,6.2,51.08,119,Hindi,Production House 205,January,A
3 Idiots,1992,Thriller,Sanjay Leela Bhansali,Prabhas,97000000,325735549.6,1.6,5.6,47.32,101,Hindi,Production House 142,April,A
Baahubali,1988,Action,Anurag Kashyap,Nawazuddin Siddiqui,107000000,401587631.6,6.3,2.1,35.59,109,Hindi,Production House 68,April,U
Queen,2000,Horror,Neeraj Pandey,Ayushmann Khurrana,101000000,288122141.8,5.5,4.8,54.02,153,Hindi,Production House 382,January,A
RRR,2020,Drama,Shoojit Sircar,Ayushmann Khurrana,164000000,393837181.7,8.3,1.7,39.18,118,Hindi,Production House 472,December,U
Pushpa,1987,Adventure,Neeraj Pandey,Ajay Devgn,152000000,549443548.7,5.3,2.5,43.26,144,Hindi,Production House 134,May,U
Dangal,1996,Horror,Meghna Gulzar,Nawazuddin Siddiqui,199000000,970925992.3,2.8,8.1,0.2,101,Hindi,Production House 404,June,U
Article 15,1995,Horror,Rajkumar Hirani,Kartik Aaryan,72000000,45361669.72,8.3,3.7,6.63,173,Hindi,Production House 352,September,U/A
Singham,1995,Adventure,Mani Ratnam,Shah Rukh Khan,149000000,285093959.2,5.1,1.8,15.07,111,Tamil,Production House 23,November,U/A
Kantara,2007,Drama,Meghna Gulzar,Ajay Devgn,151000000,299775636.1,9.6,7.5,18.4,112,Hindi,Production House 233,August,A
3 Idiots,1995,Comedy,Zoya Akhtar,Hrithik Roshan,136000000,321521523.8,5.8,8.2,45.22,137,Hindi,Production House 14,April,U
Sholay,1993,Comedy,S. S. Rajamouli,Ranbir Kapoor,97000000,322138422.1,2.1,6.2,87.49,134,Hindi,Production House 342,June,U/A
Jawan,2023,Horror,Shoojit Sircar,Ayushmann Khurrana,21000000,59049673.85,8.7,9.2,40.6,115,Hindi,Production House 209,July,A
Padmaavat,2017,Comedy,Kabir Khan,Irrfan Khan,196000000,114519021.2,8.9,8.6,62.72,117,Hindi,Production House 360,June,A
KGF,1999,Horror,Kabir Khan,Ajay Devgn,26000000,61158320.67,5,6,2.58,144,Hindi,Production House 307,May,U
War,2024,Adventure,Rajkumar Hirani,Sushant Singh Rajput,198000000,650928795.7,1.2,7.6,85.48,162,Hindi,Production House 373,January,U
Padmaavat,2020,Thriller,Karan Johar,Pankaj Tripathi,174000000,482277759.6,1.3,4,11.31,158,Hindi,Production House 258,July,A
PK,2013,Drama,Rajkumar Hirani,Sushant Singh Rajput,177000000,783097274.8,4.2,6.7,28.43,91,Hindi,Production House 177,November,A
Sholay,2008,Horror,Zoya Akhtar,Vijay,15000000,34405207.77,7.4,9.8,81.67,117,Tamil,Production House 263,July,A
KGF,1982,Comedy,Vetrimaaran,Allu Arjun,185000000,102955101,4,8.2,26.49,166,Telugu,Production House 227,May,U/A
Kahaani,1989,Comedy,Vetrimaaran,Allu Arjun,192000000,342152319.2,1.1,4.4,25.8,168,Telugu,Production House 100,December,U/A
Kahaani,1999,Romance,Imtiaz Ali,Aamir Khan,33000000,36647385.1,8.6,9.4,60.3,142,Hindi,Production House 178,September,A
Singham,1981,Romance,Neeraj Pandey,Amitabh Bachchan,24000000,39024874.93,9.7,8.4,90.32,103,Hindi,Production House 142,December,A
Pathaan,2006,Sci-Fi,Rohit Shetty,Shah Rukh Khan,9000000,19164564.73,4.1,1.3,21.36,135,Hindi,Production House 20,March,A
DDLJ,2011,Comedy,Meghna Gulzar,Amitabh Bachchan,157000000,556557218.4,1.7,7.7,62.08,167,Hindi,Production House 220,January,U/A
3 Idiots,1989,Sci-Fi,Shoojit Sircar,Allu Arjun,38000000,74433069.2,3.6,9.8,60.02,156,Hindi,Production House 397,May,U
Baahubali,2019,Sci-Fi,S. S. Rajamouli,Ranbir Kapoor,144000000,644902745.4,8.2,3.9,65.95,163,Telugu,Production House 313,April,U
Lagaan,1996,Sci-Fi,Zoya Akhtar,Prabhas,32000000,59137778.95,5.9,3.5,94.68,159,Telugu,Production House 249,June,A
Tanu Weds Manu,2012,Thriller,Vetrimaaran,Sushant Singh Rajput,102000000,113852436.2,4.5,6.8,16.59,109,Tamil,Production House 177,February,U/A
RRR,1985,Action,Lokesh Kanagaraj,Ayushmann Khurrana,10000000,12598943.79,4,2,65.44,124,Hindi,Production House 236,May,U/A
Queen,2018,Horror,Sanjay Leela Bhansali,Vijay,23000000,108229015.9,2,7.1,18.24,137,Tamil,Production House 455,August,A
Article 15,1997,Romance,Rohit Shetty,Pankaj Tripathi,16000000,40746641.93,4.1,3,31.43,132,Hindi,Production House 451,August,A
Tanu Weds Manu,1988,Horror,Mani Ratnam,Shah Rukh Khan,29000000,67107951.88,5.2,5.1,39,109,Tamil,Production House 133,December,A
3 Idiots,1987,Romance,Zoya Akhtar,Nawazuddin Siddiqui,17000000,13770917.4,7.1,9,83.54,145,Hindi,Production House 437,February,U/A
Tanu Weds Manu,2004,Drama,Sanjay Leela Bhansali,Prabhas,80000000,303995584.8,3.4,8.2,5.37,92,Telugu,Production House 436,March,U
Pathaan,2010,Drama,Sanjay Leela Bhansali,Sushant Singh Rajput,7000000,25381554.56,9.1,2,73.37,157,Hindi,Production House 353,September,U/A
Pushpa,2021,Comedy,Sanjay Leela Bhansali,Rajkummar Rao,28000000,61343309.23,5.4,7.9,91.26,100,Hindi,Production House 430,November,U/A
Queen,1983,Drama,Vetrimaaran,Hrithik Roshan,12000000,43355231.68,4.6,4.7,7.92,151,Tamil,Production House 315,November,U/A
KGF,1999,Adventure,Imtiaz Ali,Aamir Khan,116000000,249809819,6.3,9.9,79.07,150,Hindi,Production House 9,July,U
Singham,2007,Drama,Rajkumar Hirani,Rajkummar Rao,124000000,102822175.9,2.5,3.7,10.76,147,Hindi,Production House 53,September,U
Chak De India,2019,Action,Kabir Khan,Vicky Kaushal,127000000,485323794.1,2,5.2,96.29,118,Hindi,Production House 91,April,U
Article 15,1980,Sci-Fi,Anurag Kashyap,Aamir Khan,94000000,455280147.1,4.1,4.1,81.54,127,Hindi,Production House 271,November,A
Baahubali,2019,Thriller,Mani Ratnam,Prabhas,49000000,167448061.5,1.4,6.3,69.5,173,Telugu,Production House 226,July,U
DDLJ,2023,Comedy,Meghna Gulzar,Akshay Kumar,5000000,8720377.792,4.4,3.4,55.01,177,Hindi,Production House 338,July,A
Queen,2002,Action,Sanjay Leela Bhansali,Ajay Devgn,7000000,12002488.99,7,9.2,92.08,176,Hindi,Production House 260,July,A
Andhadhun,1992,Adventure,Zoya Akhtar,Vicky Kaushal,69000000,322947543.7,8.3,6.6,11.91,111,Hindi,Production House 418,October,U
Dangal,1995,Comedy,Karan Johar,Irrfan Khan,19000000,35431321.28,6.2,9.5,12.18,175,Hindi,Production House 318,November,A
ZNMD,2005,Thriller,Lokesh Kanagaraj,Allu Arjun,54000000,213670712.7,7.2,7.1,82.25,130,Telugu,Production House 237,May,U/A
KGF,2010,Comedy,Karan Johar,Prabhas,152000000,515753847.9,8.5,2.7,48.23,173,Telugu,Production House 213,June,A
Barfi,1980,Horror,Kabir Khan,Rajkummar Rao,135000000,427505600.3,8,1.1,84.51,152,Hindi,Production House 210,April,U/A
Kahaani,1996,Horror,Mani Ratnam,Hrithik Roshan,193000000,253763534.5,3.9,4.7,39.07,127,Tamil,Production House 308,November,A
Article 15,1995,Horror,Shoojit Sircar,Salman Khan,147000000,96262906.87,6.2,9.9,45.19,139,Hindi,Production House 164,September,A
Queen,2016,Drama,Neeraj Pandey,Vijay,191000000,515517994.4,3.4,8.9,33.21,96,Tamil,Production House 99,April,U
Baahubali,1989,Thriller,Sanjay Leela Bhansali,Ranveer Singh,186000000,920088754.3,6.2,8.6,95.07,113,Hindi,Production House 186,September,U/A
Swades,2017,Action,Zoya Akhtar,Aamir Khan,192000000,265136557.3,4.8,6.1,46.5,135,Hindi,Production House 71,September,U/A
RRR,2023,Action,Sanjay Leela Bhansali,Ranveer Singh,128000000,373238303.4,4.4,1.9,75.51,114,Hindi,Production House 226,May,U
Dangal,2010,Adventure,Imtiaz Ali,Salman Khan,41000000,144295679.9,2.7,1.1,69.59,167,Hindi,Production House 430,September,U/A
Barfi,1989,Romance,Mani Ratnam,Kartik Aaryan,153000000,409512107.8,6.1,8.5,23.51,118,Tamil,Production House 421,September,U/A
Barfi,2013,Action,Neeraj Pandey,Ayushmann Khurrana,110000000,305932234.3,7.6,2.6,91.4,156,Hindi,Production House 194,December,U/A
Andhadhun,1985,Sci-Fi,Sanjay Leela Bhansali,Aamir Khan,107000000,371881043.3,6.1,1.7,54.47,169,Hindi,Production House 425,March,U/A
Chak De India,2007,Horror,Meghna Gulzar,Pankaj Tripathi,155000000,645896584.2,1.6,7.4,85.58,174,Hindi,Production House 336,December,U
Kahaani,2007,Sci-Fi,Karan Johar,Rajkummar Rao,125000000,249974282.6,9.3,1,83.22,111,Hindi,Production House 412,March,U
Tanu Weds Manu,1992,Adventure,Sanjay Leela Bhansali,Nawazuddin Siddiqui,103000000,468314069.9,1,7.7,5.87,174,Hindi,Production House 310,April,A
DDLJ,2020,Sci-Fi,Meghna Gulzar,Salman Khan,150000000,402308089.2,9,2.7,61.98,175,Hindi,Production House 252,August,U
Kantara,1991,Horror,Meghna Gulzar,Akshay Kumar,21000000,73047421.12,7.9,3.9,78.9,98,Hindi,Production House 158,March,A
Jawan,2019,Romance,Rajkumar Hirani,Shah Rukh Khan,163000000,159627750.6,1.9,2.5,90.65,176,Hindi,Production House 31,February,U/A
Article 15,1981,Drama,Meghna Gulzar,Ajay Devgn,196000000,532366730.6,3.1,8,50.63,138,Hindi,Production House 8,December,U
DDLJ,1987,Action,Neeraj Pandey,Sushant Singh Rajput,52000000,29768908.4,4.1,5.4,75.07,162,Hindi,Production House 486,June,A
Gully Boy,2021,Thriller,Karan Johar,Ranbir Kapoor,30000000,67788339.74,9.2,2.5,96.96,125,Hindi,Production House 99,March,A
Jawan,1988,Romance,S. S. Rajamouli,Pankaj Tripathi,26000000,19374651.47,9.8,1.3,82.78,94,Hindi,Production House 455,September,U/A
Kantara,1987,Action,Shoojit Sircar,Ranveer Singh,129000000,585197376.3,1.8,9.9,85.44,179,Hindi,Production House 338,October,A
Sholay,1982,Drama,Imtiaz Ali,Akshay Kumar,177000000,624389278.8,4.6,7.4,40.73,93,Hindi,Production House 432,September,U/A
KGF,1988,Sci-Fi,Karan Johar,Allu Arjun,168000000,682658525.3,2.3,7.1,9.17,113,Hindi,Production House 228,October,U
Chak De India,1992,Thriller,Zoya Akhtar,Amitabh Bachchan,68000000,177109922.2,3.5,5.5,96.6,130,Hindi,Production House 186,June,U/A
War,1988,Thriller,Shoojit Sircar,Salman Khan,167000000,723701150.4,9.8,4.9,69.58,103,Hindi,Production House 85,May,U
RRR,2010,Adventure,Meghna Gulzar,Ajay Devgn,86000000,380866708.3,9.9,8.2,17.12,101,Hindi,Production House 260,November,U
PK,2004,Sci-Fi,Sanjay Leela Bhansali,Rajkummar Rao,159000000,334803450.6,5.2,8.4,97.38,171,Hindi,Production House 96,February,A
Barfi,2023,Drama,Rajkumar Hirani,Ranveer Singh,72000000,158100990.3,2.6,1.5,71.58,133,Hindi,Production House 80,August,U/A
Bajrangi Bhaijaan,2024,Action,Mani Ratnam,Nawazuddin Siddiqui,149000000,415275395.2,5.9,8.7,9.04,98,Hindi,Production House 274,March,U/A
Chak De India,1987,Sci-Fi,Shoojit Sircar,Aamir Khan,143000000,98683689.06,3.9,7.9,17.08,155,Hindi,Production House 482,May,A
Swades,2010,Comedy,Mani Ratnam,Salman Khan,9000000,44828616.03,9.4,5.4,86.54,127,Hindi,Production House 278,October,U/A
Baahubali,2024,Adventure,Zoya Akhtar,Salman Khan,190000000,402099955.1,8.4,5.3,95.38,166,Hindi,Production House 283,November,U/A
Gully Boy,2024,Action,Zoya Akhtar,Nawazuddin Siddiqui,125000000,327349363.8,3.8,8.5,36.48,146,Hindi,Production House 76,April,A
Kantara,2010,Sci-Fi,Shoojit Sircar,Sushant Singh Rajput,61000000,237680817.9,1.2,8.1,41.33,136,Hindi,Production House 489,March,U
Queen,1996,Sci-Fi,Rajkumar Hirani,Rajkummar Rao,78000000,143427238.8,10,2.2,39.55,144,Hindi,Production House 32,November,U/A
Kahaani,1998,Romance,Meghna Gulzar,Ayushmann Khurrana,89000000,125253385.1,7.2,5.9,83.54,177,Hindi,Production House 455,March,U
Queen,1982,Romance,S. S. Rajamouli,Akshay Kumar,124000000,133117167.5,4.8,9.7,45.33,91,Telugu,Production House 296,September,A
KGF,2009,Action,Vetrimaaran,Kartik Aaryan,18000000,51769402.04,3.6,7.6,37.53,172,Tamil,Production House 358,February,A
KGF,1989,Adventure,Neeraj Pandey,Amitabh Bachchan,76000000,39880414.33,1,9.8,62.19,107,Hindi,Production House 236,March,U
ZNMD,2008,Horror,Lokesh Kanagaraj,Shah Rukh Khan,133000000,491148133.6,2.4,8,49.05,155,Tamil,Production House 445,May,U/A
RRR,2019,Romance,Zoya Akhtar,Hrithik Roshan,148000000,381285407.3,1.1,5.7,53.34,179,Hindi,Production House 232,November,U
ZNMD,1997,Comedy,Meghna Gulzar,Aamir Khan,30000000,86796081.46,6.4,6.4,40.7,146,Hindi,Production House 330,November,U/A
Lagaan,1991,Horror,Neeraj Pandey,Ranbir Kapoor,53000000,89274308.76,7,7.4,46.05,153,Hindi,Production House 164,December,U
Gully Boy,2002,Comedy,Lokesh Kanagaraj,Hrithik Roshan,174000000,226572142.1,7.9,7.6,3.6,177,Hindi,Production House 266,April,A
Swades,1990,Thriller,Neeraj Pandey,Amitabh Bachchan,107000000,390545026.7,2.7,7.7,92.58,116,Hindi,Production House 455,December,U/A
Pathaan,1988,Romance,Zoya Akhtar,Ranbir Kapoor,70000000,101236163.1,1.9,9.4,3.06,142,Hindi,Production House 371,September,U/A
Gully Boy,2003,Sci-Fi,S. S. Rajamouli,Shah Rukh Khan,57000000,228592048.3,6.9,3.8,77.28,148,Hindi,Production House 131,May,U/A
Drishyam,2004,Horror,Shoojit Sircar,Shah Rukh Khan,13000000,18414842.39,5.5,8.5,29.83,118,Hindi,Production House 76,October,A
Dangal,2004,Action,Neeraj Pandey,Sushant Singh Rajput,73000000,237766399.4,8.9,6.1,11.23,161,Hindi,Production House 224,May,A
Singham,1988,Horror,Sanjay Leela Bhansali,Vijay,44000000,149486668.7,5.8,9,60.97,103,Tamil,Production House 63,July,U/A
Kahaani,1991,Sci-Fi,Karan Johar,Prabhas,188000000,521776170,5,6.7,70.7,157,Telugu,Production House 371,April,A
Sholay,1990,Thriller,Imtiaz Ali,Vicky Kaushal,137000000,683021506.8,5.4,9.4,63.02,132,Hindi,Production House 350,May,U
Article 15,2017,Comedy,Zoya Akhtar,Allu Arjun,60000000,131477613,8,4.8,57.61,118,Hindi,Production House 394,January,U
Singham,2007,Thriller,Rohit Shetty,Salman Khan,115000000,514618692.6,1.2,1.9,53.62,146,Hindi,Production House 149,July,A
Pushpa,1987,Drama,Neeraj Pandey,Akshay Kumar,9000000,11353741.79,9.3,6.8,54.11,122,Hindi,Production House 422,November,A
KGF,1989,Romance,Anurag Kashyap,Sushant Singh Rajput,73000000,147273771.6,7.4,8,86.54,110,Hindi,Production House 20,April,U/A
Jawan,2004,Action,Kabir Khan,Akshay Kumar,56000000,64632514.47,9,7.2,9.02,130,Hindi,Production House 15,February,A
Andhadhun,2015,Comedy,Sanjay Leela Bhansali,Pankaj Tripathi,77000000,247655896.6,9.6,7.5,15.74,90,Hindi,Production House 405,July,U/A
Queen,2022,Thriller,Rohit Shetty,Pankaj Tripathi,102000000,343960100.8,3,1.3,81.27,116,Hindi,Production House 351,August,U
Padmaavat,1988,Action,Meghna Gulzar,Ranveer Singh,165000000,419226708.5,6.2,9.7,30.3,91,Hindi,Production House 403,September,U/A
Kantara,2020,Romance,Imtiaz Ali,Ranbir Kapoor,154000000,576071607.4,5.4,3.4,77.16,153,Hindi,Production House 491,August,A
Sooryavanshi,1987,Sci-Fi,Rajkumar Hirani,Ayushmann Khurrana,19000000,83684284.86,5.8,4.7,35.27,140,Hindi,Production House 136,August,U
Chak De India,1982,Action,Vetrimaaran,Aamir Khan,69000000,275621665.8,1.4,4.8,92.54,143,Hindi,Production House 426,August,U/A
PK,1997,Romance,Neeraj Pandey,Kartik Aaryan,75000000,119061045.5,9.2,9.2,28.13,163,Hindi,Production House 278,July,A
Queen,2014,Romance,Mani Ratnam,Vijay,155000000,300978480.4,9.6,7.7,42.69,163,Tamil,Production House 110,February,A
Drishyam,1996,Romance,S. S. Rajamouli,Nawazuddin Siddiqui,115000000,254293116.7,7.2,6.6,15.88,119,Telugu,Production House 116,February,A
3 Idiots,2015,Thriller,Kabir Khan,Ranveer Singh,10000000,14169481.68,3.3,2.1,66.67,90,Hindi,Production House 494,December,U
Sholay,2007,Sci-Fi,Rajkumar Hirani,Shah Rukh Khan,190000000,403856982.3,8.1,3.9,40.29,118,Hindi,Production House 495,November,A
Dangal,1994,Romance,S. S. Rajamouli,Amitabh Bachchan,158000000,248250476.2,7.6,5.4,94.12,102,Telugu,Production House 332,September,U
RRR,1998,Action,Imtiaz Ali,Pankaj Tripathi,144000000,717231650.3,6.2,2,1.57,162,Hindi,Production House 273,January,A
Singham,2001,Sci-Fi,Mani Ratnam,Ajay Devgn,81000000,325994749.1,2.5,6.1,38.77,132,Hindi,Production House 362,January,A
Drishyam,1985,Drama,Sanjay Leela Bhansali,Allu Arjun,119000000,520039141,2.8,2.9,2.36,130,Telugu,Production House 12,July,U
Article 15,1986,Action,Sanjay Leela Bhansali,Ranbir Kapoor,117000000,544010341.2,6.3,8.4,32.9,164,Hindi,Production House 125,October,U
Swades,2023,Thriller,Imtiaz Ali,Salman Khan,81000000,282892861.4,2.2,8.5,38.02,177,Hindi,Production House 95,June,U
Andhadhun,1988,Romance,Mani Ratnam,Akshay Kumar,134000000,173113870.3,7.5,6.4,25.81,178,Tamil,Production House 499,June,U/A
Drishyam,1999,Adventure,Sanjay Leela Bhansali,Ajay Devgn,164000000,641792239.3,2.9,4.2,25.55,147,Hindi,Production House 381,August,A
Baahubali,2016,Sci-Fi,Mani Ratnam,Amitabh Bachchan,182000000,103785791.2,9.2,1.4,26.01,166,Hindi,Production House 319,November,U
Swades,1990,Drama,Kabir Khan,Irrfan Khan,99000000,99944160.67,9.1,6.7,26.63,103,Hindi,Production House 328,November,U/A
Chak De India,1981,Thriller,Neeraj Pandey,Akshay Kumar,65000000,41153454.06,3.6,8.1,28.23,130,Hindi,Production House 254,April,U/A
Dangal,2001,Comedy,Imtiaz Ali,Vicky Kaushal,143000000,158658932.3,1.8,8.1,85.13,156,Hindi,Production House 443,May,U
Bajrangi Bhaijaan,2015,Comedy,Zoya Akhtar,Prabhas,105000000,407822003.2,6.5,5.4,3.91,143,Telugu,Production House 48,May,A
Pathaan,1984,Adventure,Anurag Kashyap,Allu Arjun,38000000,170417177.2,5,2.3,98.89,95,Hindi,Production House 210,June,U
